login_id,login,color,sex,links_added_count,links_published_count,comments_count,followers,following,entries,entries_comments,diggs
48894,Mrs_Red,1,1,0,0,2,17,1,19,420,10
23143,mariusz-laszczka,1001,2,0,0,80,3,1,105,236,579
30232,Jaszczomp1313,1,2,2,0,331,5,7,34,247,5754
17648,pmpmp07,1,2,16,3,361,25,1,0,7,333
46252,Arcir,1,0,0,0,0,0,4,2,32,0
2932,smutny_przerebel,1,2,7,2,124,9,2,909,3085,1063
17653,KrzyDe,1,2,1,0,50,3,3,100,695,17
16740,fretari,1,2,11,0,33,0,1,30,107,582
39570,excavations,1,0,1,0,11,0,1,14,80,1
24071,kogut_20,1,2,0,0,369,2,5,36,1092,417
38965,pewues,1,2,0,0,0,2,5,11,129,0
4285,mateusz-dajerling,1,2,0,0,2,0,3,8,24,26
5755,kris27,1,2,1,0,0,7,8,151,306,20
21134,chemik_kieszyk,1,2,5,1,859,5,2,11,3452,249
29572,ElektrizPL,1,2,6,1,47,1,1,18,113,58
16508,pociong,1,2,6,0,178,3,43,636,1632,10923
46048,PostironicznyPowerUser,1001,2,1,0,212,3,0,398,1775,160
48394,arturlukow,1,2,14,1,235,3,2,28,36,1763
37736,pego,1,2,0,0,113,27,34,148,335,526
12646,GeraltzTibii,1,0,0,0,26,1,2,5,81,78
41739,nofink,2,2,48,11,658,32,63,2012,17022,13367
2989,NieZdalemTestuTuringa,1,2,0,0,199,0,1,33,612,87
49069,Arv_,1,2,1,0,5758,5,29,12,751,7018
41620,VegaClaw,1,2,8,3,92,28,191,323,2485,4913
16460,lesiakova,1,1,0,0,8,5,5,138,309,1
27698,ttomiie1,1,0,0,0,0,0,3,49,101,0
20859,Niewiemja,1,2,2,0,2721,68,29,2650,29750,290
10598,corkasoltysa,1,0,1,0,0,0,2,5,28,3
35056,Student_AWAS,1,0,37,5,15549,42,3,2227,18412,9759
48222,Frank007,1,2,0,0,463,12,0,17,704,5
21266,ludi7123,1,2,0,0,0,0,9,21,311,4
10678,dlis,1,2,0,0,0,0,1,61,8,0
34910,Drewniany-Patyk,1,0,2,0,7,0,0,51,190,1
6424,Redesekrator,1,2,0,0,34,18,14,1020,10362,188
7848,Rafal_Baster,1,2,4,1,13,0,1,47,185,194
40293,oresa,1,2,0,0,13,0,3,222,779,6
38605,harpia,1,2,8,0,140,2,4,97,369,1046
44359,javoss,1,0,0,0,0,0,3,0,14,19
41029,DPressed,1,2,0,0,65,1,5,208,1498,90
3330,Niedobry,1,2,0,0,533,7,55,16,1347,462
27305,UmDSuoCupxEoxPmXbZe,1,2,1,0,1,0,4,7,45,223
47182,everytime,1,1,0,0,3,9,5,30,428,17
539,jednorazowka,1,0,8,0,6895,6,3,362,186,1676
32819,binienda,1,2,0,0,11,0,1,0,2,216
47000,jrs2,2,0,89,13,2443,161,179,985,3729,15567
47880,Zjarany,1,2,0,0,3,1,1,41,114,116
17439,MM1311,1,2,3,0,101,1,64,15,939,14
32077,nikogo_nie_ma_w_domu,1,2,1,0,11,0,6,3,605,297
34667,Bonak,1,2,0,0,0,2,38,3,21,45
37728,warszawiak39,1,2,8,3,338,10,4,917,1963,1076
18097,Zygmuntelloo,1,2,0,0,5,1,3,61,56,44
13509,Ceiss,1,2,0,0,1,0,1,11,86,0
28212,BluesBeast,1,2,7,1,271,2,5,195,342,219
4438,andrzej765,1,1,0,0,1,1,2,78,869,3911
5008,Thanne,1,2,0,0,3,1,3,3,12,412
49232,Tymian,1,2,5,2,147,45,15,153,8912,608
21400,niebieski_kot,1,1,0,0,0,33,1,0,1743,0
25456,Majsonovsky,1,2,0,0,3,5,13,402,1117,66
23738,Niepogadam,1,2,13,4,75,15,60,770,1839,1165
50490,Sok_Mandarynkowy,1,0,0,0,0,6,1,405,685,4
27067,belis97,1,2,0,0,3,4,8,30,84,0
19335,pordzio,1,2,2,0,244,5,3,20,664,28
43516,DobreTipyWujkaTrenera,1,0,0,0,0,2,10,3,116,1
1511,NikczemnyJakub,1,2,0,0,0,0,1,26,218,7
16017,justyna-mazurek,1,0,0,0,0,0,0,2,0,0
44224,Laputamoderacion,1001,0,0,0,0,0,1,0,29,20
7966,Xj04612,1,2,0,0,0,0,3,63,358,0
29790,liadan,1,0,3,0,176,2,9,46,125,34
15673,JaKuBeK23,1,2,4,0,0,1,18,250,737,31
15271,nightmeen,1,2,41,13,253,141,10,496,839,2309
22793,Operator21,1,2,16,1,253,8,8,51,787,718
49710,lishmirowa,1,2,0,0,62,1,3,1,230,9
46633,tresher,1,0,0,0,0,0,0,5,44,0
29061,adfgx,1,2,4,0,14,2,1,19,199,109
21575,Kot_w_butach7,1,0,1,0,1992,0,3,1,4,1430
21711,yneb,1,2,1,0,149,4,5,117,1580,4472
3577,Kowal04,1,2,0,0,55,10,14,159,2516,178
5600,pankrzys,1,2,0,0,34,2,7,11,347,13
50053,WstawZiemniaki,1,2,15,0,77,9,18,463,1586,774
48391,Wroper,1,2,1,0,10,0,1,28,40,67
14822,Dzordz,1,2,0,0,18,5,31,245,947,572
13934,Bialy_Mis,1,2,149,20,571,60,57,2356,31430,31797
19669,MelBrooks,1,0,0,0,9,0,7,0,66,26
13108,andrzej-ofner,1,2,0,0,25,0,0,0,3,63
34600,BCoffee,1001,0,0,0,0,2,6,0,223,0
38659,Kuklak,1,0,0,0,2559,6,9,47,1661,29
9950,Bad_Sector,1,2,0,0,416,13,3,495,752,3765
37007,LowcaZMroku,1,2,0,0,206,3,19,105,3438,620
30576,ZygmuntJedyny,1,2,7,0,85,6,3,172,789,1970
14712,w_t_d,1,2,9,0,105,4,22,130,1541,9393
33049,marplewa,1,2,0,0,11,1,1,9,55,70
19884,witam12,1,2,1,0,89,2,14,180,717,1008
26369,LaughingMan2501,1001,0,0,0,0,0,2,168,130,1
48114,BolekLolek3,1,0,0,0,0,1,1,260,478,0
26547,bynon,1,2,4,0,80,7,3,143,1026,923
12523,T_24,1,2,0,0,9,0,1,26,263,0
48883,wenszy,1,0,8,1,66,2,2,44,166,6551
42938,grubyprawik99,1,0,0,0,0,1,1,1,66,0
22956,Polaczek31,1,2,0,0,0,0,3,2,6,0
40270,narzyzz,1,0,0,0,0,3,19,41,109,0
14086,Piernikarka,1,1,0,0,13,4,3,9,131,336
28582,saxovic,1,2,2,0,48,6,9,150,1049,934
22817,Panczenisci,1,0,11,2,3001,9,6,236,6226,877
36159,kolikatewiczownik,1,2,0,0,288,0,5,332,1334,727
36878,Zielony_Minion,1,2,19,3,52,19,17,805,3541,31
32096,Ociepa99,1,2,0,0,2,0,4,2,12,140
11094,kaidbz,1,2,0,0,0,0,1,4,15,2
43098,VDrakkainen,1,2,0,0,17,1,2,54,687,40
19764,kyyylo,1,2,0,0,6,0,1,4,10,304
11821,plqa,1,2,0,0,5,1,3,0,128,1
11546,iamthewalrus,1,2,17,1,48,8,14,604,2169,461
12537,MarcoSpolsky,1,2,0,0,0,6,1,101,300,10
8057,Keczupp,1,2,0,0,1,2,8,44,160,124
49290,KinkyFish,1,0,0,0,66,0,2,32,918,24
6585,MieszamBigosGlowa,1,2,0,0,0,0,10,111,129,0
8491,o_sile_nie_prosze_bo,1,1,2,0,766,1,27,133,576,1973
11,markedone,1,2,19,12,345,166,5,462,2099,545
38136,DrLoobeach,1,0,6,0,89,0,3,34,92,36
34080,Dupaptaka,1,2,0,0,0,0,1,24,43,1
21373,roziewicza,1,2,14,1,380,0,15,89,443,522
9113,nad1r,1,2,0,0,23,0,24,5,327,35
31760,wypokowy_expert,1,2,4,1,2804,12,24,2,5887,2760
18126,zezakami,1,2,0,0,2,18,40,545,644,118
12205,shaker332,1,2,0,0,0,2,7,82,278,2
4029,ozzi91,1,2,0,0,114,12,20,1120,4660,40
11441,nitrotoxin,1,2,2,1,280,2,5,8,163,1283
32972,sleepingnotbeauty,1,1,0,0,0,1,1,0,48,0
31579,Lukasz17qr,1,2,4,0,943,9,9,180,847,2436
31276,Kapitan_szwecja,1,0,0,0,16,0,1,3,32,10
9342,Dawidinho8,1,2,0,0,119,26,45,818,7540,1966
15192,Dracooo,1,2,9,0,77,4,5,328,548,1747
50229,Kappaccino,1,2,1,0,2,2,12,60,98,117
23936,mrs_badger,1,1,4,2,65,7,5,94,432,255
41395,rafal695,1,2,0,0,0,0,2,1,1,3
34544,Urbix465,1,2,0,0,7,1,3,222,668,25
27296,pan_koracz,1,2,4,0,19,1,2,20,127,35561
30397,AmokK,1,2,12,0,168,2,6,409,805,234
19396,tetris795,1,2,37,2,101,4,14,1520,2312,2391
10946,neo10,1,2,0,0,7,1,1,4,167,0
21122,bulan,1,0,0,0,0,0,1,0,1,2
29880,Prezes,1,0,0,0,32,0,57,3,153,1309
26687,Koronanona,1,0,0,0,238,4,10,70,1271,157
4755,matelusz,1,2,113,21,34,1,14,532,653,671
4486,pszepraszam,1,2,0,0,7,0,1,12,50,8
46535,dobry_programista,1,2,0,0,16,18,4,130,1180,24
38706,lotr997,1,0,0,0,438,0,1,3,112,31
32979,MoHardcore,1,2,0,0,421,2,5,246,782,90
5253,trayman,1,2,3,1,60,0,1,48,54,37
26942,Pornhrabia_Marcin_IV_Bebzunczyk,1,2,0,0,2,0,1,337,2275,1
10311,teodei,1,2,0,0,97,2,29,217,1320,1379
37454,eloss,1,2,0,0,0,0,1,86,175,1
49862,Duza-fajka,1,0,0,0,0,1,1,52,134,1
35863,llII,1,0,10,0,7,8,3,545,1907,541
44211,Gyros98,1,0,0,0,0,0,1,3,4,0
31883,czoskowy_raz,1,2,0,0,2,0,6,102,447,14
2178,Atylaz,1,2,0,0,2,0,0,1,4,0
23896,rootek94,1,0,0,0,121,3,2,3,720,4
5810,rychu4pl,1,2,0,0,7,0,3,16,94,196
48369,Leon44,1,2,0,0,16,0,2,5,64,258
46438,swza,1,2,0,0,27,2,2,16,176,1
18225,FunkyHomosapien,1,2,1,0,4,2,7,43,171,861
30942,eSss,1,2,2,0,35,3,4,426,692,313
21965,MyZy,1,2,11,1,76,1,11,125,399,4835
7261,zuku98,1,0,0,0,0,0,2,49,62,0
2433,LuisDesantigo,1,2,0,0,0,0,2,1,15,2
527,bonsky21,1,2,0,0,29,0,3,6,43,84
32854,Dawidu23,1,2,0,0,0,0,2,78,180,6
47715,b7kj,1,0,0,0,71,0,2,28,276,34
39499,SIEV,1,2,0,0,65,0,2,0,109,253
37673,Stara_panna_z_kotem,1,1,0,0,3,14,15,89,838,122
47983,NuclearCycling,1,2,3,0,794,8,5,86,2493,362
12770,NaMoment,1,2,0,0,328,3,6,59,280,200
31781,Mentollowy,1,2,0,0,0,1,3,60,91,9
15338,dzidziaka,1,2,7,0,6079,4,0,18,75,539
45127,filip6666,1,2,0,0,0,2,1,43,398,0
35342,przemyso,1,0,0,0,0,0,1,0,1,0
33281,sprzedalem-psa-chinczykom,1,2,0,0,17,4,3,735,1514,4
15975,DziennikCodzienny,2,2,257,8,332,12,52,39,94,2961
11086,WatahaSzklanychWazek0,1,2,0,0,5,11,32,122,823,569
36890,davvidofff,1,0,0,0,6,0,1,22,510,1098
19724,ewataewa,1,0,0,0,0,0,1,26,37,0
31569,Voobo,1,2,15,2,53,5,8,362,688,383
38223,Diabel_Wszechmogacy,1,0,5,0,25,12,4,58,187,104
42283,mamlepszegogolfanizty,1,0,0,0,118,0,1,0,39,1097
935,czarnyszymekxd,1,2,0,0,0,2,3,3,82,0
23514,dwiesciedziewiecdziesiatpiec,1,2,7,0,977,15,60,875,4199,173599
18816,aphroman0,1,0,3,0,165,4,13,87,684,4247
5006,Wiggum89,1,2,275,22,74,5,17,779,486,256
33316,mietek_zul,1,0,2,0,14,1,1,4,61,43
24695,posepny1,1,2,5,0,108,0,0,199,753,1399
25918,Mehmet_arcimboldo,1,2,0,0,39,1,2,179,470,1
34109,Chikusho,1,2,0,0,5,2,6,159,1203,112
43345,niedlaanonkamyszka,1,1,0,0,0,0,2,6,60,2
41383,petunia_adas,1,2,0,0,2,2,4,35,457,228
42766,ebebzon,1,0,0,0,0,0,1,0,3,0
32928,MrPickles,1,2,24,6,310,136,188,1815,11232,3948
18822,peroxide,1,0,0,0,0,0,1,721,546,19
18659,Jakisziomek,1,2,0,0,9,0,0,56,106,22
20771,email7,1,0,0,0,2,0,1,0,2,1
17752,kucma19,1,2,1,0,338,4,11,57,899,4552
48454,zzbkk,1,2,30,3,591,10,38,436,1851,973
26491,zmeczona,1,1,0,0,4,0,1,0,13,144
49994,SamochodChlodnia,1,2,7,2,33,2,7,69,201,1477
22234,Sumienie_Wykopu,1,2,0,0,124,2,13,39,870,306
28099,invi77,1,2,0,0,1,0,0,17,30,2
39229,waldo,1,0,10,5,273,9,1,616,1847,1461
8897,revelatio,1,2,7,1,32,1,6,11,92,421
15571,ein-abychon,1,2,0,0,1,21,44,1067,2449,10
38667,KolejnyWykopowyJanusz,1,2,273,20,3349,87,111,827,6526,27088
22277,themusk,1,0,0,0,64,1,24,1,612,289
37562,Ro_bercik,1,0,5,0,5,0,5,55,118,202
49195,Rybahere12,1,2,2,1,8,0,1,64,30,8
46135,Mete,1,2,6,1,7216,17,1,533,2251,10769
8995,thickel,1,2,0,0,16,1,3,91,155,189
392,Axoi,1,1,7,2,377,61,32,496,5341,1557
29940,Antidotum119,1,1,17,7,337,12,4,628,2306,555
14792,Rokuto,1,2,0,0,33,1,0,37,941,501
1293,Ulvarin,1,2,0,0,1341,5,3,37,789,49
13845,wiejskakoksownia,1,1,0,0,9,8,2,26,830,26
10517,sipa,1,1,0,0,5,2,3,0,58,112
7578,fiberian_hufky76,1,2,0,0,124,4,3,2,1780,16
42811,Iceman_,1,2,0,0,6,0,1,0,83,9
19849,marko2,1,2,2,0,2,4,5,599,300,75
41924,KapelanBrajan,1,2,0,0,398,1,1,0,239,464
12095,numer_rachunku_karty,1,2,0,0,14,52,8,135,1381,38
40711,JENDZA,0,1,0,0,0,59,9,894,3754,731
46958,Hiczkax,1,1,1,0,2,78,536,397,3838,8
5205,ZOOT,1,0,27,8,190,4,1,3723,712,147
16854,sjajdj10,1,2,0,0,2,1,2,5,50,0
29771,rudziaczeq,1,0,0,0,0,0,4,3,112,1
2305,piehtolenierobie,1,0,0,0,2,1,4,5,133,20
22515,wfd,2,2,28,6,892,5,36,1046,2222,1050
35950,KamilVeb,1,2,1,0,397,0,6,80,382,45
8473,Bithub,1,0,649,18,7,101,13,1642,133,105
14614,Cztery_Znaki,1,0,0,0,0,2,1,5,20,2
11681,Macin7,1,2,1,0,11,0,2,7,38,32
15711,None24,1,2,0,0,0,0,1,9,37,0
29192,Dremor,1,2,1,0,3,5,1,30,188,1
12651,fiddle,1,2,11,1,329,4,0,1,14,741
47739,Ciekawierka,1,1,0,0,0,1,3,18,383,5
26876,Merkuriusz,1,2,16,2,231,6,16,239,870,4905
28583,KKS7,1,0,0,0,0,0,1,2,5,0
35105,ybila,1,1,0,0,1,3,5,40,293,4
44720,nemroth,1,0,0,0,31,0,3,2,45,6
48296,Kezz,1,2,0,0,0,0,1,11,11,1
18833,Peter_Parker,1,2,36,11,92,75,98,3319,5921,2217
49051,Mintess,1,0,0,0,4,0,2,2,3,1
3973,Pironi27,1,2,2,1,4,4,4,39,160,245
25206,Cecztery,1,2,0,0,0,1,0,73,173,2
31089,tymc,1,2,0,0,1689,5,0,34,1020,10524
22457,Euronymouass,1,2,4,0,51,4,10,143,1176,499
47392,demagog,1,2,2,0,2732,13,22,232,2249,1651
10581,Makurise,1,1,0,0,6,3,1,34,303,2159
17486,soviet_connection,1,2,0,0,0,0,1,31,108,1
8999,detektor_szczescia,1,2,4,1,361,47,187,1175,5391,5691
25855,hejzehejhejzeho,1,2,0,0,9,1,4,22,273,117
16054,rothen,1,2,19,4,934,21,16,629,3849,3045
44130,AgnosticPL,1,0,0,0,1,0,0,8,24,0
21304,Problem_Trzech_Cial,1,2,0,0,4,4,0,71,229,32
36687,silentbomba,1,2,0,0,2,0,1,18,66,19
46695,David6556,1,2,0,0,0,0,0,1,13,0
49920,KurczakZRozna,1,2,0,0,2,9,16,71,339,17
11640,Kontenerowiec,1,2,1,0,12,2,1,8,117,3623
50376,eoneon,2,2,239,131,3450,909,95,455,1329,2674
26978,Czosnkowy_Dziad,1,2,0,0,5,0,4,5,52,97
15610,kronosik,1,2,0,0,5,0,14,9,109,176
14009,cyberfreak,1,2,0,0,7,0,1,9,174,7
19498,Imperius,1,2,4,0,15,2,16,49,145,3460
32583,Ex3,1,2,2,0,1382,9,15,220,1240,20847
8746,KolorowyWielkiSwiatPolski,1,0,0,0,7,0,1,1,5,0
40949,BureQ,1,2,4,0,4,0,1,137,18,0
39099,bita_smietana,1,0,4,0,65,0,0,6,14,51
4030,szampan,1,2,0,0,217,1,2,12,417,14739
47384,gosuvart,1,2,57,2,390,25,55,1340,3776,14824
12068,cooltang,1,2,13,1,110,2,0,211,302,7722
39831,radd00,1,2,6,0,245,3,7,1157,3771,636
16830,Tonjuralas,1,2,0,0,17,1,1,20,376,34
22026,coolwasc,1,2,11,0,321,2,5,47,230,2648
32159,aneta-skarpeta,1,0,0,0,6,0,0,2,52,0
36842,Feniks14,1,2,0,0,0,0,1,3,21,1
34684,Oklasky,1,0,3,0,729,2,1,266,1001,360
2917,Soyerski,1,2,11,1,50,6,37,481,1796,7384
19174,kreatywnylogin,1,2,0,0,0,0,0,49,89,0
13247,Regaziatko,1,0,1,0,25,0,5,42,305,3
18652,Mizebo,1,2,0,0,9,2,1,13,320,46
49123,romcat,1,2,0,0,60,0,1,3,43,3
49840,zieloneKolanoApokalipsy,1,2,0,0,251,0,4,434,860,128
35465,FalconOKO,1,2,0,0,3,3,0,77,1030,319
34663,artorrotorro,1,2,0,0,0,1,0,170,263,118
15880,r4p7ss,1,2,0,0,5,3,2,68,451,36
37667,Plotkova99,1,1,6,1,852,15,8,130,2492,16
47478,azen2,1,0,50,8,841,7,0,268,758,517
44377,pek0s,1,2,0,0,3,0,0,12,786,27
9016,szoorstki,1,2,42,7,514,11,26,721,2666,17752
23504,don_cebulios,1,2,0,0,5,2,3,31,37,2
27567,Amasugiru,1,2,6,2,1415,16,4,471,7191,449
46250,Wakazashi26,1,2,10,0,550,11,3,24,51,2561
5709,yungmacias,1,0,0,0,0,6,1,13,135,1
6064,Qsza,1,0,0,0,0,0,1,5,6,0
40887,Sajner,1,2,2,1,870,9,26,237,1673,29824
18703,renta85,1,2,2,0,34,4,18,310,2238,1696
26261,DeDu92,1,2,0,0,1,1,2,67,636,3
27120,lukaszmarynczak,1,2,14,1,187,17,14,483,2444,5768
31654,srogafiranka,1,0,0,0,0,0,6,5,40,2
31928,doskoza,1,2,18,0,4,0,1,25,44,4
36294,hadesPL,1,0,2,1,29,16,9,27,667,226
34609,jezioro-dygata,1,1,0,0,19,5,4,49,195,25
32748,Uata,1,0,4,0,168,0,2,23,88,425
20198,LouieAnderson,1,2,11,1,251,1,24,363,808,3434
47444,Czarny069,1,0,0,0,8,0,7,60,479,314
26358,contraband,1,2,5,0,453,9,8,431,2815,5801
48720,sunrise_,1,1,0,0,5,1,1,53,339,27
15994,LuxEtClamabunt,1,2,33,7,1382,7,5,555,2588,1300
38498,przemek-kosmalski,1,2,1,0,14,1,0,57,82,24
48327,robert_78,1,2,4,0,0,0,3,7,138,9
14638,mieciej,1,2,0,0,18,0,1,25,52,871
38942,Marcel133,1,2,4,0,23,2,19,289,1208,193
18169,darnok23,1,2,0,0,30,0,3,37,118,535
3508,WzorowyObywatel,1,2,0,0,0,0,14,0,15,217
20555,Majla,1,1,0,0,4,4,8,33,350,10
43633,Mawak,1,2,26,3,6939,43,109,2188,11360,416
15399,selawi,1,1,1,0,794,77,2,4784,11996,0
35052,JaFracek,1,2,0,0,0,1,2,23,431,2
23311,GoroncoMi,1,2,0,0,118,13,6,310,1524,426
21821,Zakimar,2,2,166,11,3205,2,10,114,762,1925
33577,vinna,1001,1,0,0,0,6,2,0,87,19
17409,iggy6,1,2,15,1,44,4,2,12,108,69
5808,Walter1944,1,0,3,0,2,0,0,80,160,4
29359,atteint,1,2,0,0,449,121,41,2163,14313,1986
19947,vegetas,1,2,1,1,100,0,0,1,19,7618
15161,EloMordeczko,1,0,0,0,0,0,4,7,63,0
5412,obywatel_panstwa_idiotow,1,2,3,1,467,2,4,43,195,503
42386,tre33,1,0,0,0,23,0,2,48,345,93
15100,Imagination,1,2,0,0,2466,0,0,3,133,8619
23787,Level1_Crook,1,0,0,0,22,0,2,7,16,220
12997,pikus88,1,2,1,0,3627,4,42,74,2025,3611
21926,defacto,1,2,36,7,113,3,5,545,1048,326
12912,damian90se,1,2,0,0,14,0,8,0,36,1608
16782,vegettobluemui,1,0,0,0,0,0,0,5,5,0
9241,Korso_Tygodnik_Regionalny,2,2,626,63,132,35,7,14,36,179
26162,AnotherBrickInTheWall,1,2,0,0,0,2,13,10,400,5
37822,anonimowy_mireczek,1,2,0,0,1,0,1,5,67,1
33618,Fatlooser,1,2,4,2,26,5,1,19,724,0
24990,Sekundynian,1,2,0,0,1,3,49,39,214,25
13800,ToMadeira,1,2,1,0,9,0,3,18,76,272
35010,wrzesien,1,2,0,0,226,6,3,136,5228,1050
27356,entryproc,1,2,0,0,38,6,0,135,2363,133
5719,deathfenix,1,2,2,1,182,2,2,112,281,88
19379,ddd_81,1,2,5,0,10,0,6,117,318,252
29232,Blindshot,1,0,6,0,254,1,1,15,210,2741
14015,zamojski21,1,1,12,1,181,3,3,9,29,4148
12253,unclewykop,1,0,0,0,0,0,3,0,1,3
42837,Essteh,1,2,0,0,3,1,3,44,559,31
36904,supersonicmikeoftheskies,1,2,3,0,1813,19,51,150,1092,1565
18354,krykoz,1,2,2,2,2415,14,11,389,6055,43470
31870,somix12,1,2,6,0,397,5,10,185,751,888
12104,wykopek_z_przymusu,1,2,1,0,480,0,2,123,1613,3
40235,Tankom,1,2,0,0,0,2,1,28,207,1
39625,Frasiu,1,2,0,0,0,0,1,10,36,0
35911,Veyn,1001,2,10,1,59,6,0,604,8242,514
48020,Thundax,1,2,0,0,33,4,1,161,1570,16
32825,Kacper1911,1,2,0,0,0,0,1,19,35,0
16116,Black_salami30,1,2,0,0,0,0,0,9,206,0
44642,Chomasyo,1,0,0,0,2,0,1,0,145,19
38861,przepiorka,1,1,2,0,65,47,12,487,1582,68
38681,artur-tyminski,1,2,4,0,124,1,0,88,220,11
30452,kaspah,1,2,0,0,17,0,2,24,357,1810
9566,eragonen,1,0,0,0,5,2,4,24,104,47
26247,sunlifter,1,2,2,0,193,8,37,263,2277,799
42884,Pynkman,1,0,0,0,2,2,0,287,1385,163
45818,cuberut,1,2,21,2,790,1,11,509,891,19663
41677,Weedler,1,0,0,0,21,1,2,1,43,20
37051,KolczyQ,1,2,0,0,40,3,4,4,303,8
24884,Westfield,1,2,3,0,358,1,16,65,1026,48759
15163,Gouph,1,0,0,0,3,1,0,9,346,68
26478,dhaulagiri,1,1,3,0,8,1,11,79,25,114
3853,mobii,1,2,3,0,102,0,1,18,1507,406
17999,kaliber9,1,0,0,0,1,0,5,15,45,2
15387,rigur,1,2,0,0,2,0,2,0,9,5
19453,PolskaCebula007,1,2,41,6,113,1,4,38,526,1163
35045,c1nu,1,2,0,0,47,3,24,426,3698,496
17462,Combini,1,2,6,2,759,9,22,76,380,5044
14415,Vladimis,1,2,0,0,1545,1,0,66,1177,33
11260,Spacefrogx,1,0,0,0,0,0,2,0,70,1
17202,Dorken,1,2,10,0,386,6,14,620,3820,816
32319,Zjem_Ci_nos,1,2,13,4,21,61,84,3072,11418,380
36272,Palwroty,1,0,3,0,2,5,1,0,6,0
11216,Storkeus,1,2,0,0,0,0,3,5,161,5
23387,Bruske,1,2,0,0,34,12,3,738,16603,14
48736,czerwona-skarbonka,1,0,0,0,0,1,1,1,1,0
36334,Kosa97,1,2,1,0,3,0,2,3,17,6
28527,RexxarHell,1,2,2,0,720,5,6,323,3284,8496
49633,michalglus,1,2,0,0,0,0,3,135,267,0
10742,Ledlea,1,1,16,3,22,0,2,18,200,167
15276,adrey,1,2,0,0,1,0,4,17,115,8
3111,PiterParter,1,2,1,0,61,3,14,153,599,34
24335,Piotrunus,1,2,2,0,62,1,3,13,14,33
5578,mattz_,1,2,0,0,123,0,1,29,472,324
21673,Casey1029384756,1,2,0,0,0,1,18,43,257,3
43426,brak_sumienia,1,2,1,0,165,0,0,31,101,205
34652,Sebol55,1001,0,2,0,163,1,1,177,884,1073
20393,incredible_biscuit,1,0,0,0,1,0,10,8,16,891
19078,Qrix,1,2,2,1,421,20,58,1922,3155,742
14557,Titiyeyoo,1,2,10,1,51,6,6,175,190,18378
12473,localh0st,1,2,6,0,172,8,8,56,585,4514
16829,MotorParowy,1,2,0,0,1,0,1,27,50,2
34741,Alcaldesa_de_Girona,1,0,0,0,25,0,10,29,176,523
44205,kamufel20,1,2,0,0,0,0,2,12,30,5
49798,alvarol,1,2,0,0,0,0,3,0,19,0
1498,andrzejdressing,1,0,0,0,0,0,1,159,157,0
27015,sumex,1,2,0,0,1,0,2,17,69,1
41261,paranoid66,1,2,3,0,21,0,2,87,279,8
49966,Jabel,1,2,0,0,315,2,30,123,2027,2967
19801,knzyea,1,2,0,0,0,0,1,17,70,1
14055,Hoguett,1,2,0,0,7,0,1,3,5,721
50048,Marko_Polo1254,1,2,1,1,110,3,58,18,242,14720
43596,NapalInTheMorning,1,2,11,6,708,109,2,1073,4693,966
22213,krotko_i_zajebiscie,1,2,0,0,4,2,1,13,96,18
20169,Swedzibroda,1,2,0,0,1,1,1,32,321,477
36115,Kaxen,1,2,0,0,11,0,7,7,7,49
28012,topx918,1,2,0,0,5,0,1,503,881,58
13437,sailer,1,0,0,0,5,1,3,97,1870,0
9257,Denial94,1,2,7,3,833,5,19,1138,4440,148
32605,PanTadeuusz,1,2,0,0,5,2,0,105,490,71
44707,ZielonyRolnikZaglady,1,0,1,0,172,0,0,115,264,3758
25540,marek-krakow,1,0,1,0,650,0,1,28,477,2589
7222,gniewnypolak,1,2,33,3,53,2,8,202,398,574
14735,MateuszOM,1,2,2,0,145,0,6,123,1588,4426
35785,Babe_sweety,1,0,0,0,0,2,1,517,541,2
42591,TenToTamTaki,1,2,7,1,109,1,1,14,24,256
37021,tddguy,1,0,0,0,4,1,4,42,172,30
30542,x15xpawe,1,0,0,0,0,0,0,5,8,0
8764,Anuncja,1,2,1,0,42,10,13,31,1574,2528
34551,chaberr,2,2,33,6,1140,15,9,48,3029,4270
38216,malinq,1,2,6,0,168,6,21,95,1493,148
24036,Mayki73,1,2,1,0,958,1,1,2,11,60
20309,Kris8585,1,2,0,0,11,1,3,564,2157,35
22292,XkemotX,1,2,1,0,18,27,23,850,6869,52
45081,fubica,1,2,1,1,6,2,4,24,37,63
25615,Bonjornooo23,1,0,0,0,2,0,2,101,375,0
6542,czeki21,1,2,1,0,2221,5,8,59,2768,4852
44422,historyk1k,1,2,0,0,29,1,3,37,481,32
45323,dawcamocywnocy,1,2,15,0,49,13,20,274,1630,1285
42953,kielonek,1,2,3,1,228,8,10,469,4329,17222
1325,Fizyk_Dawid_Pasieka,1,2,3,1,15,4,4,12,186,604
10558,kaszankaschabowa,1,2,1,0,48,1,28,138,888,1513
28135,ferrato,1,0,0,0,7,0,6,14,147,2
26992,Kiszka2011,1,0,0,0,0,0,1,66,31,0
16621,CrazyxDriver,1,2,28,1,218,2,14,509,2447,202
49680,straznikinternetu,1,0,0,0,2,13,4,13,141,19
44874,oddawaj_kasztana,1,2,0,0,1,77,27,242,2568,452
15445,CzaryMarek,1,2,1,0,4221,5,2,216,3232,279
1215,hvjowa_malpa,1,2,0,0,0,3,1,1,11,0
2294,GeRoNiMo321,1,2,0,0,0,0,7,110,255,1
23078,ZamyslonaOna,1,1,0,0,0,1,2,8,70,0
39654,oslet,1,2,0,0,81,8,19,600,6387,79
